"state_alpha2","year","beopct_all","post.t","t","t.post.t"
"ND",1972,0,0,0,0
"ND",1973,0,0,0,0
"ND",1974,0,0,0,0
"ND",1975,0,0,0,0
"ND",1976,0,0,0,0
"ND",1977,0,0,0,0
"ND",1978,0,0,0,0
"ND",1979,0,0,0,0
"ND",1980,0,0,0,0
"ND",1981,0,0,0,0
"ND",1982,0,0,0,0
"ND",1983,0,0,0,0
"ND",1984,0,0,0,0
"ND",1985,0,0,0,0
"ND",1986,0,0,0,0
"ND",1987,0,0,0,0
"ND",1988,0,0,0,0
"ND",1989,0,0,0,0
"ND",1990,0,0,0,0
"ND",1991,0,0,0,0
"ND",1992,0,1,0,0
"ND",1993,0,1,0,0
"ND",1994,0,1,0,0
"ND",1995,0,1,0,0
"ND",1996,0,1,0,0
"ND",1997,0,1,0,0
"ND",1998,0,1,0,0
"ND",1999,0,1,0,0
"ND",2000,0,1,0,0
"ND",2001,0,1,0,0
"ND",2002,0.69444448,1,0,0
"ND",2003,0,1,0,0
"ND",2004,0,1,0,0
"ND",2005,0,1,0,0
"ND",2006,0,1,0,0
"ND",2007,0,1,0,0
"ND",2008,0,1,0,0
"ND",2009,0,1,0,0
"ND",2010,0,1,0,0
"OH",1970,8.9171972,0,0,0
"OH",1971,8.2802553,0,0,0
"OH",1972,8.2802553,0,0,0
"OH",1973,7.6433125,0,0,0
"OH",1974,7.6433125,0,0,0
"OH",1975,7.6433125,0,0,0
"OH",1976,7.6433125,0,0,0
"OH",1977,8.2802553,0,0,0
"OH",1978,8.2802553,0,0,0
"OH",1979,8.2802553,0,0,0
"OH",1980,8.3870974,0,0,0
"OH",1981,8.3870974,0,0,0
"OH",1982,8.3870974,0,0,0
"OH",1983,8.3870974,0,0,0
"OH",1984,8.3870974,0,0,0
"OH",1985,8.3870974,0,0,0
"OH",1986,8.3870974,0,0,0
"OH",1987,9.032258,0,0,0
"OH",1988,9.032258,0,0,0
"OH",1989,9.032258,0,0,0
"OH",1990,9.1503267,0,0,0
"OH",1991,9.1503267,0,0,0
"OH",1992,9.8039217,1,0,0
"OH",1993,10.457517,1,0,0
"OH",1994,10.457517,1,0,0
"OH",1995,11.111112,1,0,0
"OH",1996,11.111112,1,0,0
"OH",1997,12.418301,1,0,0
"OH",1998,12.418301,1,0,0
"OH",1999,11.764706,1,0,0
"OH",2000,11.842106,1,0,0
"OH",2001,13.157895,1,0,0
"OH",2002,11.842106,1,0,0
"OH",2003,12.5,1,0,0
"OH",2004,12.5,1,0,0
"OH",2005,12.5,1,0,0
"OH",2006,12.5,1,0,0
"OH",2007,11.842106,1,0,0
"OH",2008,11.842106,1,0,0
"OH",2009,11.842106,1,0,0
"OH",2010,12,1,0,0
"OK",1970,3.2258062,0,0,0
"OK",1971,3.2258062,0,0,0
"OK",1972,3.8709679,0,0,0
"OK",1973,2.5477707,0,0,0
"OK",1974,2.5477707,0,0,0
"OK",1975,2.5477707,0,0,0
"OK",1976,2.5477707,0,0,0
"OK",1977,2.5477707,0,0,0
"OK",1978,2.5477707,0,0,0
"OK",1979,2.5477707,0,0,0
"OK",1980,2.5477707,0,0,0
"OK",1981,2.5477707,0,0,0
"OK",1982,2.5477707,0,0,0
"OK",1983,3.8216562,0,0,0
"OK",1984,3.1847134,0,0,0
"OK",1985,3.1847134,0,0,0
"OK",1986,3.1847134,0,0,0
"OK",1987,3.1847134,0,0,0
"OK",1988,3.1847134,0,0,0
"OK",1989,3.1847134,0,0,0
"OK",1990,3.1847134,0,0,0
"OK",1991,3.1847134,0,0,0
"OK",1992,3.1847134,1,0,0
"OK",1993,3.1847134,1,0,0
"OK",1994,3.1847134,1,0,0
"OK",1995,3.8216562,1,0,0
"OK",1996,3.8216562,1,0,0
"OK",1997,3.8216562,1,0,0
"OK",1998,3.8216562,1,0,0
"OK",1999,3.8216562,1,0,0
"OK",2000,3.846154,1,0,0
"OK",2001,3.846154,1,0,0
"OK",2002,3.2051284,1,0,0
"OK",2003,3.2051284,1,0,0
"OK",2004,3.2051284,1,0,0
"OK",2005,3.2051284,1,0,0
"OK",2006,3.2051284,1,0,0
"OK",2007,3.846154,1,0,0
"OK",2008,3.846154,1,0,0
"OK",2009,3.846154,1,0,0
"OK",2010,3.846154,1,0,0
"OR",1970,0,0,0,0
"OR",1971,0,0,0,0
"OR",1972,0,0,0,0
"OR",1973,1.0416667,0,0,0
"OR",1974,1.0416667,0,0,0
"OR",1975,1.0416667,0,0,0
"OR",1976,1.0416667,0,0,0
"OR",1977,1.0416667,0,0,0
"OR",1978,1.0416667,0,0,0
"OR",1979,1.0416667,0,0,0
"OR",1980,1.0309278,0,0,0
"OR",1981,1.0309278,0,0,0
"OR",1982,1.0309278,0,0,0
"OR",1983,2.0618556,0,0,0
"OR",1984,2.0618556,0,0,0
"OR",1985,3.0927835,0,0,0
"OR",1986,3.0927835,0,0,0
"OR",1987,3.0927835,0,0,0
"OR",1988,3.0927835,0,0,0
"OR",1989,3.0927835,0,0,0
"OR",1990,3.0927835,0,0,0
"OR",1991,3.0927835,0,0,0
"OR",1992,4.1237111,1,0,0
"OR",1993,3.0927835,1,0,0
"OR",1994,3.0927835,1,0,0
"OR",1995,3.0927835,1,0,0
"OR",1996,3.0927835,1,0,0
"OR",1997,3.0927835,1,0,0
"OR",1998,3.0927835,1,0,0
"OR",1999,3.0927835,1,0,0
"OR",2000,3.0927835,1,0,0
"OR",2001,3.0927835,1,0,0
"OR",2002,5.1546392,1,0,0
"OR",2003,3.0927835,1,0,0
"OR",2004,3.0927835,1,0,0
"OR",2005,3.0927835,1,0,0
"OR",2006,3.0927835,1,0,0
"OR",2007,3.0927835,1,0,0
"OR",2008,3.0927835,1,0,0
"OR",2009,2.0618556,1,0,0
"OR",2010,2.0618556,1,0,0
"PA",1970,4.2857146,0,0,0
"PA",1971,4.2857146,0,0,0
"PA",1972,4.2857146,0,0,0
"PA",1973,4.6428571,0,0,0
"PA",1974,5,0,0,0
"PA",1975,5.3571429,0,0,0
"PA",1976,4.6428571,0,0,0
"PA",1977,5.7142859,0,0,0
"PA",1978,5.7142859,0,0,0
"PA",1979,6.0714288,0,0,0
"PA",1980,6.115108,0,0,0
"PA",1981,6.115108,0,0,0
"PA",1982,5.7553959,0,0,0
"PA",1983,7.1942449,0,0,0
"PA",1984,6.8345323,0,0,0
"PA",1985,6.8345323,0,0,0
"PA",1986,6.8345323,0,0,0
"PA",1987,6.8345323,0,0,0
"PA",1988,6.115108,0,0,0
"PA",1989,6.8345323,0,0,0
"PA",1990,6.884058,0,0,0
"PA",1991,6.884058,0,0,0
"PA",1992,6.521739,1,0,0
"PA",1993,6.521739,1,0,0
"PA",1994,6.521739,1,0,0
"PA",1995,6.884058,1,0,0
"PA",1996,6.884058,1,0,0
"PA",1997,6.884058,1,0,0
"PA",1998,6.884058,1,0,0
"PA",1999,6.884058,1,0,0
"PA",2000,6.9343066,1,0,0
"PA",2001,6.9343066,1,0,0
"PA",2002,5.839416,1,0,0
"PA",2003,6.9343066,1,0,0
"PA",2004,6.9343066,1,0,0
"PA",2005,6.9343066,1,0,0
"PA",2006,7.2992697,1,0,0
"PA",2007,7.6642332,1,0,0
"PA",2008,7.6642332,1,0,0
"PA",2009,7.6642332,1,0,0
"PA",2010,7.6923079,1,0,0
"RI",1970,0.64935064,0,0,0
"RI",1971,0.64935064,0,0,0
"RI",1972,0.64935064,0,0,0
"RI",1973,0.64935064,0,0,0
"RI",1974,0.64935064,0,0,0
"RI",1975,0.64935064,0,0,0
"RI",1976,0.64935064,0,0,0
"RI",1977,0.64935064,0,0,0
"RI",1978,0.64935064,0,0,0
"RI",1979,0.64935064,0,0,0
"RI",1980,0.64935064,0,0,0
"RI",1981,1.2987013,0,0,0
"RI",1982,1.2987013,0,0,0
"RI",1983,2.5974026,0,0,0
"RI",1984,2.5974026,0,0,0
"RI",1985,2.5974026,0,0,0
"RI",1986,2.5974026,0,0,0
"RI",1987,3.8961039,0,0,0
"RI",1988,3.8961039,0,0,0
"RI",1989,3.8961039,0,0,0
"RI",1990,3.8961039,0,0,0
"RI",1991,5.1948051,0,0,0
"RI",1992,5.1948051,1,0,0
"RI",1993,5.8441558,1,0,0
"RI",1994,5.8441558,1,0,0
"RI",1995,6.8376074,1,0,0
"RI",1996,6.8376074,1,0,0
"RI",1997,7.6923079,1,0,0
"RI",1998,7.6923079,1,0,0
"RI",1999,7.6923079,1,0,0
"RI",2000,7.6923079,1,0,0
"RI",2001,5.9829059,1,0,0
"RI",2002,11.965812,1,0,0
"RI",2003,4.2735043,1,0,0
"RI",2004,4.2735043,1,0,0
"RI",2005,3.4188037,1,0,0
"RI",2006,3.4188037,1,0,0
"RI",2007,3.4188037,1,0,0
"RI",2008,3.4188037,1,0,0
"RI",2009,3.4188037,1,0,0
"RI",2010,3.4188037,1,0,0
"SC",1970,0,0,1,0
"SC",1971,1.6853932,0,1,0
"SC",1972,1.6853932,0,1,0
"SC",1973,2.247191,0,1,0
"SC",1974,1.6853932,0,1,0
"SC",1975,7.3033705,0,1,0
"SC",1976,7.3033705,0,1,0
"SC",1977,7.3033705,0,1,0
"SC",1978,7.3033705,0,1,0
"SC",1979,7.3033705,0,1,0
"SC",1980,7.865169,0,1,0
"SC",1981,8.4269667,0,1,0
"SC",1982,8.4269667,0,1,0
"SC",1983,11.235955,0,1,0
"SC",1984,11.797753,0,1,0
"SC",1985,11.235955,0,1,0
"SC",1986,11.235955,0,1,0
"SC",1987,11.235955,0,1,0
"SC",1988,10.674157,0,1,0
"SC",1989,11.797753,0,1,0
"SC",1990,11.797753,0,1,0
"SC",1991,11.797753,0,1,0
"SC",1992,12.35955,1,1,1
"SC",1993,14.606741,1,1,1
"SC",1994,14.606741,1,1,1
"SC",1995,17.977528,1,1,1
"SC",1996,17.977528,1,1,1
"SC",1997,19.662922,1,1,1
"SC",1998,19.101124,1,1,1
"SC",1999,19.101124,1,1,1
"SC",2000,19.101124,1,1,1
"SC",2001,17.977528,1,1,1
"SC",2002,15.730338,1,1,1
"SC",2003,18.539326,1,1,1
"SC",2004,18.539326,1,1,1
"SC",2005,19.101124,1,1,1
"SC",2006,19.101124,1,1,1
"SC",2007,20.786516,1,1,1
"SC",2008,20.786516,1,1,1
"SC",2009,21.910112,1,1,1
"SC",2010,21.787708,1,1,1
"SD",1970,0,0,0,0
"SD",1971,0,0,0,0
"SD",1972,0,0,0,0
"SD",1973,0,0,0,0
"SD",1974,0,0,0,0
"SD",1975,0,0,0,0
"SD",1976,0,0,0,0
"SD",1977,0,0,0,0
"SD",1978,0,0,0,0
"SD",1979,0,0,0,0
"SD",1980,0,0,0,0
"SD",1981,0,0,0,0
"SD",1982,0,0,0,0
"SD",1983,0,0,0,0
"SD",1984,0,0,0,0
"SD",1985,0,0,0,0
"SD",1986,0,0,0,0
"SD",1987,0,0,0,0
"SD",1988,0,0,0,0
"SD",1989,0,0,0,0
"SD",1990,0,0,0,0
"SD",1991,0,0,0,0
"SD",1992,0,1,0,0
"SD",1993,0.92592591,1,0,0
"SD",1994,0.92592591,1,0,0
"SD",1995,0.92592591,1,0,0
"SD",1996,0.92592591,1,0,0
"SD",1997,0,1,0,0
"SD",1998,0,1,0,0
"SD",1999,0,1,0,0
"SD",2000,0,1,0,0
"SD",2001,0,1,0,0
"SD",2002,0,1,0,0
"SD",2003,0,1,0,0
"SD",2004,0,1,0,0
"SD",2005,0,1,0,0
"SD",2006,0,1,0,0
"SD",2007,0,1,0,0
"SD",2008,0,1,0,0
"SD",2009,0,1,0,0
"SD",2010,0,1,0,0
"TN",1970,5.6338029,0,0,0
"TN",1971,5.6338029,0,0,0
"TN",1972,5.6338029,0,0,0
"TN",1973,6.338028,0,0,0
"TN",1974,6.338028,0,0,0
"TN",1975,8.4507036,0,0,0
"TN",1976,8.4507036,0,0,0
"TN",1977,8.4507036,0,0,0
"TN",1978,8.4507036,0,0,0
"TN",1979,9.1549292,0,0,0
"TN",1980,9.090909,0,0,0
"TN",1981,9.7902098,0,0,0
"TN",1982,9.7902098,0,0,0
"TN",1983,9.7902098,0,0,0
"TN",1984,9.7902098,0,0,0
"TN",1985,9.7902098,0,0,0
"TN",1986,9.7902098,0,0,0
"TN",1987,9.7902098,0,0,0
"TN",1988,9.7902098,0,0,0
"TN",1989,9.7902098,0,0,0
"TN",1990,9.7902098,0,0,0
"TN",1991,9.7902098,0,0,0
"TN",1992,9.7902098,1,0,0
"TN",1993,11.188811,1,0,0
"TN",1994,11.188811,1,0,0
"TN",1995,11.888112,1,0,0
"TN",1996,11.888112,1,0,0
"TN",1997,11.888112,1,0,0
"TN",1998,11.888112,1,0,0
"TN",1999,11.888112,1,0,0
"TN",2000,11.888112,1,0,0
"TN",2001,12.587413,1,0,0
"TN",2002,9.7902098,1,0,0
"TN",2003,13.286713,1,0,0
"TN",2004,13.286713,1,0,0
"TN",2005,13.286713,1,0,0
"TN",2006,13.986013,1,0,0
"TN",2007,13.286713,1,0,0
"TN",2008,13.286713,1,0,0
"TN",2009,12.587413,1,0,0
"TN",2010,12.587413,1,0,0
"TX",1970,1.4492754,0,1,0
"TX",1971,1.4492754,0,1,0
"TX",1972,1.4492754,0,1,0
"TX",1973,4.347826,0,1,0
"TX",1974,4.347826,0,1,0
"TX",1975,4.8309178,0,1,0
"TX",1976,4.8309178,0,1,0
"TX",1977,6.7632847,0,1,0
"TX",1978,6.7632847,0,1,0
"TX",1979,7.2463765,0,1,0
"TX",1980,6.666667,0,1,0
"TX",1981,6.666667,0,1,0
"TX",1982,6.666667,0,1,0
"TX",1983,6.666667,0,1,0
"TX",1984,6.666667,0,1,0
"TX",1985,7.1428576,0,1,0
"TX",1986,7.1428576,0,1,0
"TX",1987,7.6190481,0,1,0
"TX",1988,7.6190481,0,1,0
"TX",1989,7.6190481,0,1,0
"TX",1990,7.042254,0,1,0
"TX",1991,7.5117373,0,1,0
"TX",1992,7.5117373,1,1,1
"TX",1993,8.4507036,1,1,1
"TX",1994,8.4507036,1,1,1
"TX",1995,8.4507036,1,1,1
"TX",1996,8.4507036,1,1,1
"TX",1997,8.4507036,1,1,1
"TX",1998,8.4507036,1,1,1
"TX",1999,8.4507036,1,1,1
"TX",2000,8.3720932,1,1,1
"TX",2001,8.3720932,1,1,1
"TX",2002,9.3023252,1,1,1
"TX",2003,8.3720932,1,1,1
"TX",2004,8.3720932,1,1,1
"TX",2005,8.8372097,1,1,1
"TX",2006,8.8372097,1,1,1
"TX",2007,8.8372097,1,1,1
"TX",2008,8.8372097,1,1,1
"TX",2009,8.8372097,1,1,1
"TX",2010,8.6757984,1,1,1
"UT",1970,0,0,0,0
"UT",1971,0,0,0,0
"UT",1972,0,0,0,0
"UT",1973,0,0,0,0
"UT",1974,0,0,0,0
"UT",1975,0,0,0,0
"UT",1976,0,0,0,0
"UT",1977,0.92592591,0,0,0
"UT",1978,0.92592591,0,0,0
"UT",1979,0,0,0,0
"UT",1980,0,0,0,0
"UT",1981,0.91743118,0,0,0
"UT",1982,0.91743118,0,0,0
"UT",1983,0.91743118,0,0,0
"UT",1984,0.91743118,0,0,0
"UT",1985,0.91743118,0,0,0
"UT",1986,0.91743118,0,0,0
"UT",1987,0,0,0,0
"UT",1988,0,0,0,0
"UT",1989,0,0,0,0
"UT",1990,0,0,0,0
"UT",1991,0,0,0,0
"UT",1992,0,1,0,0
"UT",1993,0,1,0,0
"UT",1994,0,1,0,0
"UT",1995,0,1,0,0
"UT",1996,0,1,0,0
"UT",1997,0.91743118,1,0,0
"UT",1998,0.91743118,1,0,0
"UT",1999,0.91743118,1,0,0
"UT",2000,0.91743118,1,0,0
"UT",2001,0.91743118,1,0,0
"UT",2002,0.91743118,1,0,0
"UT",2003,1.8348624,1,0,0
"UT",2004,1.8348624,1,0,0
"UT",2005,0.91743118,1,0,0
"UT",2006,0.91743118,1,0,0
"UT",2007,0,1,0,0
"UT",2008,0,1,0,0
"UT",2009,0,1,0,0
"UT",2010,0,1,0,0
"VT",1970,0,0,0,0
"VT",1971,0,0,0,0
"VT",1972,0,0,0,0
"VT",1973,0,0,0,0
"VT",1974,0,0,0,0
"VT",1975,0,0,0,0
"VT",1976,0,0,0,0
"VT",1977,0,0,0,0
"VT",1978,0,0,0,0
"VT",1979,0,0,0,0
"VT",1980,0,0,0,0
"VT",1981,0,0,0,0
"VT",1982,0,0,0,0
"VT",1983,0,0,0,0
"VT",1984,0.54644805,0,0,0
"VT",1985,0.54644805,0,0,0
"VT",1986,0.54644805,0,0,0
"VT",1987,0.54644805,0,0,0
"VT",1988,0.54644805,0,0,0
"VT",1989,1.0928961,0,0,0
"VT",1990,1.0928961,0,0,0
"VT",1991,1.0928961,0,0,0
"VT",1992,1.0928961,1,0,0
"VT",1993,1.0928961,1,0,0
"VT",1994,1.0928961,1,0,0
"VT",1995,0.54644805,1,0,0
"VT",1996,0.54644805,1,0,0
"VT",1997,0.54644805,1,0,0
"VT",1998,0.54644805,1,0,0
"VT",1999,0.54644805,1,0,0
"VT",2000,0.54644805,1,0,0
"VT",2001,0.54644805,1,0,0
"VT",2002,1.6393442,1,0,0
"VT",2003,0.54644805,1,0,0
"VT",2004,0.54644805,1,0,0
"VT",2005,0.54644805,1,0,0
"VT",2006,0.54644805,1,0,0
"VT",2007,0,1,0,0
"VT",2008,0,1,0,0
"VT",2009,0.54644805,1,0,0
"VT",2010,0.54644805,1,0,0
"VA",1970,1.9736841,0,1,0
"VA",1971,1.9736841,0,1,0
"VA",1972,1.9736841,0,1,0
"VA",1973,1.9736841,0,1,0
"VA",1974,1.3157895,0,1,0
"VA",1975,1.3157895,0,1,0
"VA",1976,1.3157895,0,1,0
"VA",1977,1.3157895,0,1,0
"VA",1978,3.2894738,0,1,0
"VA",1979,3.2894738,0,1,0
"VA",1980,3.2894738,0,1,0
"VA",1981,3.2894738,0,1,0
"VA",1982,3.2894738,0,1,0
"VA",1983,3.9473681,0,1,0
"VA",1984,4.6052632,0,1,0
"VA",1985,4.6052632,0,1,0
"VA",1986,5.9210529,0,1,0
"VA",1987,5.9210529,0,1,0
"VA",1988,6.5789475,0,1,0
"VA",1989,6.5789475,0,1,0
"VA",1990,6.5359483,0,1,0
"VA",1991,6.5359483,0,1,0
"VA",1992,7.8431377,1,1,1
"VA",1993,8.4967327,1,1,1
"VA",1994,9.1503267,1,1,1
"VA",1995,9.8039217,1,1,1
"VA",1996,10.457517,1,1,1
"VA",1997,10.457517,1,1,1
"VA",1998,10.457517,1,1,1
"VA",1999,10.457517,1,1,1
"VA",2000,10.457517,1,1,1
"VA",2001,10.457517,1,1,1
"VA",2002,7.1895428,1,1,1
"VA",2003,10.457517,1,1,1
"VA",2004,11.111112,1,1,1
"VA",2005,11.111112,1,1,1
"VA",2006,11.764706,1,1,1
"VA",2007,11.764706,1,1,1
"VA",2008,11.111112,1,1,1
"VA",2009,11.764706,1,1,1
"VA",2010,12.418301,1,1,1
"WA",1970,0.63694268,0,0,0
"WA",1971,1.9108281,0,0,0
"WA",1972,1.9108281,0,0,0
"WA",1973,1.2820513,0,0,0
"WA",1974,1.2820513,0,0,0
"WA",1975,1.2820513,0,0,0
"WA",1976,1.2820513,0,0,0
"WA",1977,1.2820513,0,0,0
"WA",1978,1.2820513,0,0,0
"WA",1979,1.2820513,0,0,0
"WA",1980,1.2738854,0,0,0
"WA",1981,1.2738854,0,0,0
"WA",1982,1.2738854,0,0,0
"WA",1983,1.2738854,0,0,0
"WA",1984,1.2738854,0,0,0
"WA",1985,1.9108281,0,0,0
"WA",1986,1.9108281,0,0,0
"WA",1987,1.9108281,0,0,0
"WA",1988,1.9108281,0,0,0
"WA",1989,1.9108281,0,0,0
"WA",1990,1.8987341,0,0,0
"WA",1991,1.2658228,0,0,0
"WA",1992,1.2658228,1,0,0
"WA",1993,1.2658228,1,0,0
"WA",1994,1.2658228,1,0,0
"WA",1995,1.2658228,1,0,0
"WA",1996,1.2658228,1,0,0
"WA",1997,1.2658228,1,0,0
"WA",1998,1.2658228,1,0,0
"WA",1999,1.2658228,1,0,0
"WA",2000,1.2658228,1,0,0
"WA",2001,1.2658228,1,0,0
"WA",2002,1.2658228,1,0,0
"WA",2003,1.8987341,1,0,0
"WA",2004,1.8987341,1,0,0
"WA",2005,1.8987341,1,0,0
"WA",2006,1.8987341,1,0,0
"WA",2007,1.8987341,1,0,0
"WA",2008,1.2658228,1,0,0
"WA",2009,1.2658228,1,0,0
"WA",2010,1.2578616,1,0,0
"WV",1970,0,0,0,0
"WV",1971,0.71428573,0,0,0
"WV",1972,0.71428573,0,0,0
"WV",1973,0.71428573,0,0,0
"WV",1974,0.71428573,0,0,0
"WV",1975,0.71428573,0,0,0
"WV",1976,0.71428573,0,0,0
"WV",1977,0.71428573,0,0,0
"WV",1978,0.71428573,0,0,0
"WV",1979,0.71428573,0,0,0
"WV",1980,0.71428573,0,0,0
"WV",1981,1.4285715,0,0,0
"WV",1982,1.4285715,0,0,0
"WV",1983,0.71428573,0,0,0
"WV",1984,0.71428573,0,0,0
"WV",1985,0.71428573,0,0,0
"WV",1986,0.71428573,0,0,0
"WV",1987,0.71428573,0,0,0
"WV",1988,0.71428573,0,0,0
"WV",1989,0.71428573,0,0,0
"WV",1990,0.71942449,0,0,0
"WV",1991,1.438849,0,0,0
"WV",1992,1.438849,1,0,0
"WV",1993,0.71942449,1,0,0
"WV",1994,0.71942449,1,0,0
"WV",1995,2.1582735,1,0,0
"WV",1996,2.1582735,1,0,0
"WV",1997,1.438849,1,0,0
"WV",1998,1.438849,1,0,0
"WV",1999,2.8776979,1,0,0
"WV",2000,2.8776979,1,0,0
"WV",2001,1.438849,1,0,0
"WV",2002,1.438849,1,0,0
"WV",2003,0,1,0,0
"WV",2004,0,1,0,0
"WV",2005,1.438849,1,0,0
"WV",2006,1.438849,1,0,0
"WV",2007,1.438849,1,0,0
"WV",2008,1.438849,1,0,0
"WV",2009,1.438849,1,0,0
"WV",2010,1.438849,1,0,0
"WI",1970,0.69444448,0,0,0
"WI",1971,0.69444448,0,0,0
"WI",1972,0.69444448,0,0,0
"WI",1973,2.0979021,0,0,0
"WI",1974,2.0979021,0,0,0
"WI",1975,2.0979021,0,0,0
"WI",1976,2.0979021,0,0,0
"WI",1977,2.0979021,0,0,0
"WI",1978,2.0979021,0,0,0
"WI",1979,2.0979021,0,0,0
"WI",1980,2.0979021,0,0,0
"WI",1981,2.0979021,0,0,0
"WI",1982,1.3986014,0,0,0
"WI",1983,2.7972028,0,0,0
"WI",1984,2.7972028,0,0,0
"WI",1985,2.7972028,0,0,0
"WI",1986,2.7972028,0,0,0
"WI",1987,2.7972028,0,0,0
"WI",1988,2.7972028,0,0,0
"WI",1989,3.4965034,0,0,0
"WI",1990,3.4965034,0,0,0
"WI",1991,4.1958041,0,0,0
"WI",1992,4.1958041,1,0,0
"WI",1993,5.5944057,1,0,0
"WI",1994,5.5944057,1,0,0
"WI",1995,5.5944057,1,0,0
"WI",1996,5.5944057,1,0,0
"WI",1997,5.5944057,1,0,0
"WI",1998,5.5944057,1,0,0
"WI",1999,5.5944057,1,0,0
"WI",2000,5.6338029,1,0,0
"WI",2001,5.6338029,1,0,0
"WI",2002,4.2253518,1,0,0
"WI",2003,5.6338029,1,0,0
"WI",2004,5.6338029,1,0,0
"WI",2005,6.338028,1,0,0
"WI",2006,6.338028,1,0,0
"WI",2007,6.338028,1,0,0
"WI",2008,6.338028,1,0,0
"WI",2009,6.338028,1,0,0
"WI",2010,6.338028,1,0,0
"WY",1970,0,0,0,0
"WY",1971,0,0,0,0
"WY",1972,0,0,0,0
"WY",1973,0,0,0,0
"WY",1974,0,0,0,0
"WY",1975,0,0,0,0
"WY",1976,0,0,0,0
"WY",1977,0,0,0,0
"WY",1978,0,0,0,0
"WY",1979,0,0,0,0
"WY",1980,0,0,0,0
"WY",1981,0,0,0,0
"WY",1982,0,0,0,0
"WY",1983,1.0309278,0,0,0
"WY",1984,1.0309278,0,0,0
"WY",1985,1.0309278,0,0,0
"WY",1986,1.0309278,0,0,0
"WY",1987,1.0309278,0,0,0
"WY",1988,1.0309278,0,0,0
"WY",1989,1.0309278,0,0,0
"WY",1990,1.0309278,0,0,0
"WY",1991,1.0309278,0,0,0
"WY",1992,1.0309278,1,0,0
"WY",1993,0,1,0,0
"WY",1994,0,1,0,0
"WY",1995,0,1,0,0
"WY",1996,0,1,0,0
"WY",1997,0,1,0,0
"WY",1998,0,1,0,0
"WY",1999,0,1,0,0
"WY",2000,0,1,0,0
"WY",2001,0,1,0,0
"WY",2002,0,1,0,0
"WY",2003,0,1,0,0
"WY",2004,0,1,0,0
"WY",2005,0,1,0,0
"WY",2006,0,1,0,0
"WY",2007,0,1,0,0
"WY",2008,0,1,0,0
"WY",2009,1.0752689,1,0,0
"WY",2010,1.0752689,1,0,0
